name,url,image,latitude,longitude,accessibility
Jezírko,https://www.kafelanka.cz/mista/nadrz2.php,https://www.kafelanka.cz/v/nadrz2-5.jpg,49.194675,16.5977833333,přístupné
Hláska TRHS,https://www.kafelanka.cz/mista/trhs.php,https://www.kafelanka.cz/v/trhs-1.jpg,49.2450972222,16.5419583333,přístupné
Proluka,https://www.kafelanka.cz/mista/proluka.php,https://www.kafelanka.cz/v/proluka-5.jpg,49.1932883333,16.5957816667,přístupné
Vodojem,https://www.kafelanka.cz/mista/vodojem3.php,https://www.kafelanka.cz/v/vodojem3-5.jpg,49.1968547222,16.5633669444,přístupné
Parovod,https://www.kafelanka.cz/mista/parovod4.php,https://www.kafelanka.cz/v/parovod4-3.jpg,49.1905222222,16.5952194444,přístupné
Bouda,https://www.kafelanka.cz/mista/bouda2.php,https://www.kafelanka.cz/v/bouda2-1.jpg,49.1874277778,16.6129861111,přístupné
Rybníček,https://www.kafelanka.cz/mista/rybnicek.php,https://www.kafelanka.cz/v/rybnicek-4.jpg,49.2134277778,16.6049361111,přístupné
Most,https://www.kafelanka.cz/mista/most.php,https://www.kafelanka.cz/v/most-3.jpg,49.2055972222,16.6282861111,přístupné
Dům,https://www.kafelanka.cz/mista/barak2.php,https://www.kafelanka.cz/v/barak2-1.jpg,49.2253472222,16.6637277778,neexistuje
Štola,https://www.kafelanka.cz/mista/chlorstola.php,https://www.kafelanka.cz/v/chlorstola-3.jpg,49.1964388889,16.5681,přístupné
Kolektor,https://www.kafelanka.cz/mista/kolektory.php,https://www.kafelanka.cz/v/kolektory-1.jpg,49.1894305556,16.6066472222,přístupné
Kolektor,https://www.kafelanka.cz/mista/kolektory.php,https://www.kafelanka.cz/v/kolektory-3.jpg,49.1897416667,16.6029444444,přístupné
Kolektor,https://www.kafelanka.cz/mista/kolektory.php,https://www.kafelanka.cz/v/kolektory-4.jpg,49.1878972222,16.6020611111,přístupné
Kolektor,https://www.kafelanka.cz/mista/kolektory.php,https://www.kafelanka.cz/v/kolektory-6.jpg,49.1868305556,16.6016861111,přístupné
Pramen,https://www.kafelanka.cz/mista/potok.php,https://www.kafelanka.cz/v/potok-2.jpg,49.2034444444,16.5761388889,přístupné
Vlečka,https://www.kafelanka.cz/mista/vlecka.php,https://www.kafelanka.cz/v/vlecka-2.jpg,49.2151472222,16.5980027778,přístupné
Sklady,https://www.kafelanka.cz/mista/sklad4.php,https://www.kafelanka.cz/v/sklad4-3.jpg,49.1923944444,16.5973166667,přístupné
Elektrárna,https://www.kafelanka.cz/mista/elektrarna.php,https://www.kafelanka.cz/v/elektrarna-1.jpg,49.2167944444,16.64145,přístupné
Vodojem,https://www.kafelanka.cz/mista/vodojem.php,https://www.kafelanka.cz/v/vodojem-1.jpg,49.1912777778,16.6774916667,přístupné
Kryt CO,https://www.kafelanka.cz/mista/krytco5.php,https://www.kafelanka.cz/v/krytco5-1.jpg,49.1941972222,16.6043555556,přístupné
Sauna,https://www.kafelanka.cz/mista/lazne.php,https://www.kafelanka.cz/v/lazne-2.jpg,49.1891472222,16.5673555556,přístupné
Pomník,https://www.kafelanka.cz/mista/pomnik2.php,https://www.kafelanka.cz/v/pomnik2-2.jpg,49.1908869444,16.63652,přístupné
Stoka,https://www.kafelanka.cz/mista/kanaly2.php,https://www.kafelanka.cz/v/kanaly2-1.jpg,49.2338916667,16.5188833333,přístupné
Stoka,https://www.kafelanka.cz/mista/kanaly2.php,https://www.kafelanka.cz/v/kanaly2-3.jpg,49.2333055556,16.5209722222,přístupné
Schody,https://www.kafelanka.cz/mista/schody2.php,https://www.kafelanka.cz/v/schody2-1.jpg,49.2320388889,16.5193444444,přístupné
Potok,https://www.kafelanka.cz/mista/potok4.php,https://www.kafelanka.cz/v/potok4-1.jpg,49.2310222222,16.5256861111,přístupné
Pozorovatelna,https://www.kafelanka.cz/mista/pozorovatelna5.php,https://www.kafelanka.cz/v/pozorovatelna5-1.jpg,49.2332416667,16.5202888889,přístupné
Studna,https://www.kafelanka.cz/mista/studna2.php,https://www.kafelanka.cz/v/studna2-1.jpg,49.2315916667,16.5246611111,přístupné
Dok,https://www.kafelanka.cz/mista/dok.php,https://www.kafelanka.cz/v/dok-3.jpg,49.2337111111,16.5186833333,přístupné
Pilíře,https://www.kafelanka.cz/mista/pilire.php,https://www.kafelanka.cz/v/pilire-1.jpg,49.2331472222,16.5216027778,přístupné
Pilíře,https://www.kafelanka.cz/mista/pilire.php,https://www.kafelanka.cz/v/pilire-3.jpg,49.2316666667,16.5211388889,přístupné
Dok II,https://www.kafelanka.cz/mista/dok2.php,https://www.kafelanka.cz/v/dok2-4.jpg,49.2360166667,16.5177805556,přístupné
Trafostanice,https://www.kafelanka.cz/mista/trafo2.php,https://www.kafelanka.cz/v/trafo2-1.jpg,49.1948,16.5560166667,přístupné
Hotel,https://www.kafelanka.cz/mista/hotel.php,https://www.kafelanka.cz/v/hotel-1.jpg,49.2369833333,16.5181527778,přístupné
Sání,https://www.kafelanka.cz/mista/kanal2.php,https://www.kafelanka.cz/v/kanal2-2.jpg,49.2272222222,16.6440666667,přístupné
Čerpadlo,https://www.kafelanka.cz/mista/cerpadlo2.php,https://www.kafelanka.cz/v/cerpadlo2-1.jpg,49.1824555556,16.6099,přístupné
Čekárna,https://www.kafelanka.cz/mista/cekarna.php,https://www.kafelanka.cz/v/cekarna-2.jpg,49.1983277778,16.5974333333,přístupné
Vodojem,https://www.kafelanka.cz/mista/vodojem6.php,https://www.kafelanka.cz/v/vodojem6-3.jpg,49.2290869444,16.6651877778,přístupné
Schody,https://www.kafelanka.cz/mista/schody3.php,https://www.kafelanka.cz/v/schody3-3.jpg,49.2043527778,16.5845916667,přístupné
Čekárna,https://www.kafelanka.cz/mista/zastavka2.php,https://www.kafelanka.cz/v/zastavka2-3.jpg,49.2240916667,16.6074138889,přístupné
Podchod,https://www.kafelanka.cz/mista/podchod4.php,https://www.kafelanka.cz/v/podchod4-1.jpg,49.1914319444,16.5632158333,přístupné
Podchod,https://www.kafelanka.cz/mista/podchod4.php,https://www.kafelanka.cz/v/podchod4-3.jpg,49.1890738889,16.5623738889,přístupné
Podchod,https://www.kafelanka.cz/mista/podchod4.php,https://www.kafelanka.cz/v/podchod4-6.jpg,49.1876358333,16.56283,přístupné
Podchod,https://www.kafelanka.cz/mista/podchod4.php,https://www.kafelanka.cz/v/podchod4-5.jpg,49.1884458333,16.5624547222,přístupné
Nouzák,https://www.kafelanka.cz/mista/nouzak3.php,https://www.kafelanka.cz/v/nouzak3-2.jpg,49.22225,16.5695611111,neexistuje
Pozorovatelna,https://www.kafelanka.cz/mista/pozorovatelna6.php,https://www.kafelanka.cz/v/pozorovatelna6-1.jpg,49.2242861111,16.5686,přístupné
Vrty,https://www.kafelanka.cz/mista/vrty.php,https://www.kafelanka.cz/v/vrty-2.jpg,49.2336611111,16.5723861111,přístupné
Potok,https://www.kafelanka.cz/mista/potok5.php,https://www.kafelanka.cz/v/potok5-1.jpg,49.2292388889,16.56185,přístupné
Udírna,https://www.kafelanka.cz/mista/udirna2.php,https://www.kafelanka.cz/v/udirna2-2.jpg,49.2222527778,16.5689327778,přístupné
Nádrž,https://www.kafelanka.cz/mista/nadrz3.php,https://www.kafelanka.cz/v/nadrz3-2.jpg,49.2215558333,16.4948438889,přístupné
Vodojem,https://www.kafelanka.cz/mista/vodojem7.php,https://www.kafelanka.cz/v/vodojem7-3.jpg,49.1922333333,16.5264444444,přístupné
Zahrady,https://www.kafelanka.cz/mista/zahrady4.php,https://www.kafelanka.cz/v/zahrady4-2.jpg,49.2311527778,16.5767861111,přístupné
Zavlažování,https://www.kafelanka.cz/mista/nadrz4.php,https://www.kafelanka.cz/v/nadrz4-4.jpg,49.1673694444,16.69385,přístupné
Stoka,https://www.kafelanka.cz/mista/stoka2.php,https://www.kafelanka.cz/v/stoka2-1.jpg,49.1913833333,16.5458805556,přístupné
Garáže,https://www.kafelanka.cz/mista/garaze.php,https://www.kafelanka.cz/v/garaze-1.jpg,49.2110805556,16.6110805556,přístupné
Mlýn,https://www.kafelanka.cz/mista/mlyn.php,https://www.kafelanka.cz/v/mlyn-1.jpg,49.1768555556,16.6235305556,přístupné
Vrt,https://www.kafelanka.cz/mista/florian.php,https://www.kafelanka.cz/v/florian-1.jpg,49.1771388889,16.6343138889,přístupné
Studna,https://www.kafelanka.cz/mista/studna3.php,https://www.kafelanka.cz/v/studna3-3.jpg,49.1752305556,16.6155472222,přístupné
Pozorovatelna,https://www.kafelanka.cz/mista/bunkr4.php,https://www.kafelanka.cz/v/bunkr4-1.jpg,49.1829888889,16.6209972222,přístupné
Propustek,https://www.kafelanka.cz/mista/propustek3.php,https://www.kafelanka.cz/v/propustek3-4.jpg,49.1860583333,16.6627833333,přístupné
Zahrady,https://www.kafelanka.cz/mista/zahrady5.php,https://www.kafelanka.cz/v/zahrady5-4.jpg,49.1814,16.62953,přístupné
Zahradnictví,https://www.kafelanka.cz/mista/skleniky.php,https://www.kafelanka.cz/v/skleniky-1.jpg,49.17066,16.62319,přístupné
Uhelná sýpka,https://www.kafelanka.cz/mista/sypka.php,https://www.kafelanka.cz/v/sypka-3.jpg,49.18538,16.60703,přístupné
Věž,https://www.kafelanka.cz/mista/vez3.php,https://www.kafelanka.cz/v/vez3-1.jpg,49.2430492,16.6077239,přístupné
Studna,https://www.kafelanka.cz/mista/studna4.php,https://www.kafelanka.cz/v/studna4-2.jpg,49.189057,16.55209,přístupné
